Name,Name (multilang),Title (#{lang}),Email,UPN,External User ID,CV Partner User ID,CV Partner CV ID,Phone Number,Landline,Birth Year,Department,Country,Nationality (#{lang}),Owner last removed or added a section,Owner last updated CV,Last updated CV,Summary Of Qualifications,Owner last updated Qualifications,Project Experiences,Unique roles,Owner last updated Project Experiences,Highlighted roles,Owner last updated Highlighted roles,Skill categories,Owner last updated Skill categories,Educations,Years of education,Owner last updated Educations,Work experiences,Years since first work experience,Owner last updated Work experiences,Certifications,Owner last updated Certifications,Courses,Owner last updated Courses,Presentations,Owner last updated Presentations,Recommendations,Owner last updated Recommendations,Positions,Owner last updated Positions,Mentoring,Owner last updated Mentoring,Publications,Owner last updated Publications,Honors and awards,Owner last updated Honors and awards,Languages,Owner last updated Languages,Owner last updated Unique roles
Christopher Cortez,int:Christopher Cortez,int:Senior Scrum Master,christopher.cortez@example.com,christophercortez,ext_dda8d6ed,dda8d6ed,cv_dda8d6ed,590.414.7546x926,+1-667-362-9160x324,1979,Delivery Management,USA,int:Swedish,2025-09-19,2025-05-23,2025-07-07,Senior Scrum Master in delivery management delivering data platforms & analytics.,2025-11-30,3,2,2024-04-21,0,2024-10-14,1,2024-12-05,2,18,2024-09-06,6,15,2026-02-01,1,2024-07-23,5,2025-11-20,0,2024-11-30,1,2026-03-28,0,2025-06-29,0,2025-03-30,2,2025-11-22,0,2025-08-06,4,2024-10-24,2024-08-06
Tracy Chang,int:Tracy Chang,int:Senior .NET Engineer,tracy.chang@example.com,tracychang,ext_201c711b,201c711b,cv_201c711b,001-937-468-1511x856,838-207-0176x563,1994,Software Engineering,India,int:Swedish,2025-08-16,2025-07-02,2025-08-20,Senior .NET Engineer in software engineering delivering data platforms & analytics.,2025-06-21,4,4,2025-06-02,2,2025-11-13,4,2024-11-15,1,10,2024-04-10,1,2,2025-04-23,2,2024-10-28,4,2025-04-23,3,2024-05-18,1,2025-06-21,0,2024-09-26,1,2024-06-25,4,2025-04-21,2,2024-08-09,4,2025-01-26,2025-10-14
Hannah Brewer,int:Hannah Brewer,int:Lead Cloud Architect,hannah.brewer@example.org,hannahbrewer,ext_b0e484cc,b0e484cc,cv_b0e484cc,3415257771,001-372-874-2209x124,2001,Architecture,United Kingdom,int:Swedish,2026-03-14,2026-03-13,2026-01-14,Lead Cloud Architect in architecture delivering data platforms & analytics.,2025-05-24,2,2,2025-03-18,2,2025-08-11,2,2024-08-11,1,13,2024-06-10,2,16,2025-08-09,4,2026-01-19,0,2025-08-04,0,2025-11-20,2,2024-06-14,3,2025-12-06,1,2025-05-05,0,2025-05-14,0,2026-01-23,1,2025-09-02,2024-06-18
Travis Mcguire,int:Travis Mcguire,int:Senior Frontend Engineer,travis.mcguire@mail.test,travismcguire,ext_a4e24d44,a4e24d44,cv_a4e24d44,(210)542-7523,508.516.4709x006,1994,Software Engineering,Australia,int:Danish,2025-11-09,2025-07-11,2025-07-09,Senior Frontend Engineer in software engineering delivering data platforms & analytics.,2024-07-11,0,2,2025-03-07,2,2024-08-11,4,2024-07-08,0,12,2024-11-17,4,2,2025-11-07,1,2024-11-08,5,2024-04-27,3,2025-08-19,2,2025-01-25,1,2024-12-30,2,2024-06-20,0,2025-01-07,1,2025-06-08,3,2024-06-14,2025-03-04
Christopher Walker,int:Christopher Walker,int:Head of Product and Service Design,christopher.walker@mail.test,christopherwalker,ext_517bd764,517bd764,cv_517bd764,(333)410-6005x313,001-820-868-1558x3938,1986,Head of Product and Service Design,India,int:Danish,2026-01-05,2025-04-06,2025-06-29,,2025-12-16,3,1,2025-11-18,0,2026-01-29,2,2025-11-25,2,18,2025-09-11,6,3,2024-07-21,4,2025-11-08,5,2024-06-12,1,2026-03-27,1,2024-07-01,2,2025-05-26,0,2024-07-03,0,2025-12-30,2,2026-02-02,2,2025-03-13,2025-09-21
Heather Torres,int:Heather Torres,int:Lead Solution Architect,heather.torres@example.com,heathertorres,ext_60b15d71,60b15d71,cv_60b15d71,733-215-5206,(937)331-4950x1364,1979,Architecture,Ireland,int:Norwegian,2025-08-05,2025-09-09,2025-07-12,Lead Solution Architect in architecture delivering data platforms & analytics.,2024-04-10,5,0,2026-01-04,0,2024-12-23,5,2025-10-04,1,20,2025-09-30,3,15,2025-04-10,2,2024-11-28,3,2024-12-14,1,2025-05-10,0,2025-07-11,4,2025-03-28,1,2024-09-05,2,2024-06-30,0,2025-07-05,2,2024-11-24,2024-05-22
Bonnie Kennedy,int:Bonnie Kennedy,int:Associate DevOps Engineer,bonnie.kennedy@example.com,bonniekennedy,ext_61582b4c,61582b4c,cv_61582b4c,001-789-924-1956x252,250-599-7683,1977,Cloud Engineering,India,int:Swedish,2026-02-10,2025-09-15,2026-03-07,,2024-09-18,1,3,2025-09-29,1,2025-12-01,5,2024-06-12,0,16,2024-12-09,2,25,2025-10-06,1,2026-01-29,4,2024-12-21,0,2024-04-30,2,2025-08-26,3,2025-09-12,1,2025-01-05,5,2025-08-24,2,2024-09-02,2,2024-06-01,2025-01-08
Alyssa Coleman,int:Alyssa Coleman,int:Senior AWS Engineer,alyssa.coleman@example.com,alyssacoleman,ext_3e53c460,3e53c460,cv_3e53c460,2914436391,(474)632-6303x975,1975,Cloud Engineering,Slovenia,int:Polish,2025-10-18,2025-05-02,2025-06-08,Senior AWS Engineer in cloud engineering delivering data platforms & analytics.,2026-01-16,4,1,2024-06-17,0,2025-08-05,3,2024-09-14,1,16,2024-09-17,1,16,2025-11-07,1,2025-08-04,4,2025-10-15,1,2025-05-06,2,2024-06-04,3,2025-03-27,0,2024-04-14,0,2025-07-27,2,2024-08-20,4,2024-09-27,2025-05-28
Julie Rivera,int:Julie Rivera,int:Senior MLOps Engineer,julie.rivera@mail.test,julierivera,ext_e3b1becb,e3b1becb,cv_e3b1becb,508-864-0355x33803,452.570.1713x02321,1968,Data Engineering,Australia,int:Polish,2025-11-28,2026-03-24,2025-06-15,Senior MLOps Engineer in data engineering delivering data platforms & analytics.,2025-04-28,1,2,2025-07-10,2,2024-08-20,3,2024-11-09,3,20,2024-07-17,0,11,2025-12-05,3,2025-10-01,5,2025-01-01,3,2024-07-24,2,2024-08-15,3,2025-01-09,0,2026-04-01,1,2025-09-24,1,2024-08-27,3,2025-10-07,2025-07-18
Jacqueline Nelson,int:Jacqueline Nelson,int:Consultant Data Platform Engineer,jacqueline.nelson@example.com,jacquelinenelson,ext_3262e801,3262e801,cv_3262e801,881.467.4233,+1-834-449-7347x156,1984,Data Engineering,Ireland,int:Norwegian,2026-01-23,2025-06-11,2025-06-22,Consultant Data Platform Engineer in data engineering delivering data platforms & analytics.,2024-10-19,3,0,2025-07-29,1,2025-11-02,1,2026-03-06,2,17,2024-05-12,1,25,2025-12-24,4,2025-11-17,3,2025-03-26,3,2025-02-21,2,2026-02-07,0,2024-09-19,0,2025-09-23,3,2025-10-08,2,2026-02-24,3,2026-02-17,2025-11-21
John Martinez,int:John Martinez,int:Associate C# Developer,john.martinez@mail.test,johnmartinez,ext_e7ca3b72,e7ca3b72,cv_e7ca3b72,476.489.6270x6614,467-947-4689x715,1968,Software Engineering,Ireland,int:Swedish,2025-04-27,2025-07-14,2025-10-03,,2025-09-26,2,4,2025-08-04,3,2024-10-03,5,2025-02-24,3,20,2026-01-31,4,15,2026-02-21,4,2025-09-09,4,2026-03-17,3,2025-06-23,1,2025-05-29,1,2025-08-05,2,2025-03-02,5,2024-06-12,2,2026-01-10,3,2024-08-25,2024-06-20
James Wilson,int:James Wilson,int:Principal MLOps Engineer,james.wilson@mail.test,jameswilson,ext_ece79fbe,ece79fbe,cv_ece79fbe,823.800.8576,001-556-874-9160x1692,1981,Data Engineering,India,int:Danish,2025-06-07,2025-10-07,2025-04-29,,2026-03-10,6,4,2025-12-30,2,2025-09-12,1,2024-11-30,3,11,2025-06-24,0,3,2024-06-03,2,2024-10-27,6,2025-09-18,1,2026-02-04,0,2024-07-16,4,2025-09-14,0,2026-03-29,0,2024-08-21,0,2025-02-02,2,2024-12-08,2025-05-28
Amanda Gill,int:Amanda Gill,int:Principal Python Developer,amanda.gill@example.org,amandagill,ext_4f986231,4f986231,cv_4f986231,758-275-0663x370,001-324-397-2439x920,1985,Data Engineering,Ireland,int:Swedish,2025-04-17,2025-04-10,2025-08-11,Principal Python Developer in data engineering delivering data platforms & analytics.,2025-02-08,0,1,2024-12-12,3,2025-11-12,1,2026-02-08,0,14,2025-12-07,1,6,2024-07-22,3,2024-05-14,0,2026-01-02,1,2025-12-06,2,2025-12-09,1,2025-03-08,0,2025-02-15,1,2025-12-17,0,2025-11-22,1,2025-09-30,2024-05-27
Jacob Robinson,int:Jacob Robinson,int:Senior Data Platform Engineer,jacob.robinson@example.com,jacobrobinson,ext_8032314c,8032314c,cv_8032314c,+1-866-691-8362x6448,001-961-219-5243x6402,1996,Data Engineering,United Kingdom,int:Danish,2026-03-16,2025-11-04,2025-06-15,Senior Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-09-18,0,0,2025-01-17,0,2025-04-23,4,2025-09-02,1,19,2024-10-01,5,13,2026-03-21,2,2024-05-27,5,2025-10-02,3,2024-12-23,0,2024-06-06,1,2024-05-22,2,2025-05-30,5,2024-10-17,2,2025-12-18,2,2025-11-01,2025-03-10
Todd Hardy,int:Todd Hardy,int:Head of Business Analysis,todd.hardy@example.org,toddhardy,ext_4e7e2c3a,4e7e2c3a,cv_4e7e2c3a,716-486-4622,001-223-472-8179x323,1984,Head of Business Analysis,United Kingdom,int:Norwegian,2026-01-25,2026-01-17,2025-06-02,Head of Business Analysis in software engineering delivering data platforms & analytics.,2025-06-14,6,2,2025-03-15,1,2026-03-17,1,2024-08-06,0,11,2025-09-17,2,19,2024-04-16,0,2025-03-24,6,2025-04-10,3,2025-03-10,2,2026-01-26,4,2024-06-02,0,2026-04-02,2,2025-08-27,0,2024-05-21,3,2024-08-29,2025-11-23
Tiffany Warren,int:Tiffany Warren,int:Principal ML Engineer,tiffany.warren@mail.test,tiffanywarren,ext_d425e08a,d425e08a,cv_d425e08a,001-334-767-9121x41614,2932771004,1985,AI/ML,United Kingdom,int:British,2025-08-29,2025-10-02,2025-06-26,Principal ML Engineer in ai/ml delivering data platforms & analytics.,2025-05-04,4,2,2024-09-28,1,2025-03-03,5,2025-05-24,3,16,2025-11-21,6,19,2025-08-29,0,2026-03-07,6,2025-07-12,0,2026-01-17,0,2025-10-26,3,2026-03-08,0,2025-11-10,1,2024-11-26,1,2026-02-07,2,2025-01-26,2025-03-24
Justin Garcia,int:Justin Garcia,int:Principal C# Developer,justin.garcia@mail.test,justingarcia,ext_69620149,69620149,cv_69620149,938-706-9847,+1-765-755-5356x690,1998,Software Engineering,United Kingdom,int:Norwegian,2025-08-26,2025-08-28,2025-06-05,,2026-03-12,0,2,2025-02-05,1,2025-11-21,4,2025-11-25,1,15,2025-06-19,4,22,2024-10-07,3,2024-06-07,2,2025-12-15,0,2025-04-18,0,2025-05-11,4,2025-07-10,2,2025-10-23,0,2024-05-03,1,2024-06-26,1,2024-06-15,2025-08-13
James Perez,int:James Perez,int:Associate DevOps Engineer,james.perez@example.org,jamesperez,ext_845a5164,845a5164,cv_845a5164,607-562-0918,(779)978-6305x050,1997,Cloud Engineering,India,int:British,2025-08-30,2025-10-28,2025-05-20,Associate DevOps Engineer in cloud engineering delivering data platforms & analytics.,2026-01-27,0,1,2025-03-20,2,2024-08-07,1,2024-05-10,1,12,2025-04-12,0,18,2025-03-19,0,2025-06-16,0,2025-01-23,2,2025-10-09,1,2025-07-25,3,2025-07-20,2,2024-11-28,5,2025-12-16,1,2025-11-14,3,2025-07-20,2025-01-05
Harry Smith,int:Harry Smith,int:Principal Backend Engineer,harry.smith@example.com,harrysmith,ext_c3fe175a,c3fe175a,cv_c3fe175a,397.869.1567,993-428-9802x7148,1973,Software Engineering,United Kingdom,int:Norwegian,2025-06-24,2025-12-07,2026-02-11,,2024-12-29,3,3,2025-02-19,0,2026-01-01,1,2024-11-19,0,12,2025-10-20,4,2,2025-01-25,0,2024-10-22,6,2026-02-19,0,2024-09-23,2,2026-03-21,0,2024-10-21,0,2025-12-25,1,2024-05-17,0,2025-03-24,4,2024-12-31,2025-06-25
Amanda Hill,int:Amanda Hill,int:Principal Frontend Engineer,amanda.hill@example.com,amandahill,ext_bdb1cc40,bdb1cc40,cv_bdb1cc40,417.783.3321x160,(343)747-1287x1539,1969,Software Engineering,India,int:Swedish,2025-11-28,2026-03-07,2025-08-10,Principal Frontend Engineer in software engineering delivering data platforms & analytics.,2024-04-04,0,1,2025-08-12,0,2026-01-12,1,2026-02-14,2,15,2025-06-13,5,24,2025-03-30,0,2024-10-07,3,2025-06-25,0,2024-11-16,0,2025-05-31,4,2025-09-11,0,2025-02-17,3,2025-10-06,1,2025-12-08,1,2024-04-13,2025-04-28
Terri Tran,int:Terri Tran,int:Consultant ML Engineer,terri.tran@example.com,territran,ext_0d01380b,0d01380b,cv_0d01380b,(568)363-3414x1115,001-552-856-9040,1982,AI/ML,Australia,int:Danish,2025-07-23,2026-03-19,2025-12-20,Consultant ML Engineer in ai/ml delivering data platforms & analytics.,2025-12-01,1,0,2024-09-06,0,2025-04-27,5,2025-09-12,3,17,2024-05-16,1,21,2025-09-10,2,2024-07-21,4,2025-02-15,2,2025-10-25,1,2025-01-08,3,2025-07-17,2,2025-01-11,3,2025-02-24,2,2025-01-11,3,2025-11-02,2026-03-29
Heidi Martinez,int:Heidi Martinez,int:Senior Python Developer,heidi.martinez@example.org,heidimartinez,ext_85bc7092,85bc7092,cv_85bc7092,(455)628-9931x60875,777.629.4209,1974,Data Engineering,United Kingdom,int:Danish,2025-08-29,2026-02-11,2025-10-26,,2025-04-30,0,2,2024-07-01,0,2026-03-09,5,2026-01-24,1,19,2025-12-05,6,3,2026-02-11,1,2025-01-01,5,2024-08-09,3,2024-11-22,0,2024-05-21,0,2024-12-11,0,2025-11-27,2,2025-07-19,1,2026-02-24,4,2026-03-14,2024-08-08
Miranda Henry,int:Miranda Henry,int:Principal Analytics Engineer,miranda.henry@example.com,mirandahenry,ext_a0594379,a0594379,cv_a0594379,214.497.3746x05233,364.620.8656x7566,1993,Data Engineering,United Kingdom,int:British,2025-10-23,2026-01-05,2026-03-13,,2025-07-16,5,2,2024-07-17,1,2024-11-06,5,2026-02-24,0,15,2024-08-08,6,7,2025-06-03,4,2024-06-10,6,2024-07-30,2,2024-11-11,2,2025-02-23,0,2024-07-22,1,2024-10-09,1,2024-11-15,2,2024-06-18,1,2025-08-17,2024-07-19
Monique Andrews,int:Monique Andrews,int:Senior Data Platform Engineer,monique.andrews@example.org,moniqueandrews,ext_ad8fad47,ad8fad47,cv_ad8fad47,438-961-2590x4729,001-874-823-3305x912,1996,Data Engineering,USA,int:Swedish,2025-09-05,2025-09-20,2026-02-12,,2025-11-02,5,0,2025-08-25,1,2025-06-14,4,2026-02-12,3,12,2024-11-23,5,4,2024-11-28,0,2024-08-27,6,2025-07-05,3,2025-07-23,1,2025-08-08,4,2025-10-07,2,2025-05-08,5,2025-01-11,1,2025-09-28,1,2025-08-31,2024-11-23
Taylor Alexander,int:Taylor Alexander,int:Senior ML Engineer,taylor.alexander@example.com,tayloralexander,ext_87f243eb,87f243eb,cv_87f243eb,+1-820-515-7201x85962,3139674926,1994,AI/ML,United Kingdom,int:Polish,2026-03-21,2025-12-15,2025-08-07,Senior ML Engineer in ai/ml delivering data platforms & analytics.,2026-02-10,5,4,2024-10-23,2,2024-09-27,5,2025-10-10,0,13,2025-12-16,4,5,2026-01-02,3,2025-02-07,6,2026-02-06,0,2025-10-23,0,2024-05-27,2,2024-05-22,0,2024-05-28,3,2026-03-06,2,2024-06-27,2,2024-05-27,2024-12-18
Jack Williams,int:Jack Williams,int:Associate Frontend Engineer,jack.williams@example.org,jackwilliams,ext_3e19dca4,3e19dca4,cv_3e19dca4,+1-264-975-0111x1783,319-426-7649x215,1987,Software Engineering,United Kingdom,int:Swedish,2025-04-30,2025-07-17,2026-03-19,Associate Frontend Engineer in software engineering delivering data platforms & analytics.,2026-01-21,5,2,2024-09-21,0,2025-07-11,5,2025-05-27,0,18,2024-10-03,1,8,2025-11-13,2,2025-10-21,5,2025-12-01,3,2024-12-27,0,2025-04-04,0,2024-10-16,0,2024-10-25,3,2025-08-08,0,2024-08-27,3,2025-01-08,2025-02-19
Shelley Woods,int:Shelley Woods,int:Consultant Frontend Engineer,shelley.woods@mail.test,shelleywoods,ext_2ea9a32e,2ea9a32e,cv_2ea9a32e,(306)488-8718x9813,+1-320-687-5102x932,1985,Software Engineering,India,int:Polish,2026-01-01,2025-12-28,2025-09-21,Consultant Frontend Engineer in software engineering delivering data platforms & analytics.,2024-09-04,4,2,2026-01-06,3,2024-08-02,1,2025-02-15,1,12,2025-12-31,0,22,2024-06-09,0,2024-05-19,2,2026-01-07,0,2025-10-24,1,2024-10-27,3,2024-11-08,1,2024-05-13,3,2024-08-07,2,2025-07-01,1,2025-10-16,2025-06-01
Lynn Morales,int:Lynn Morales,int:Consultant Backend Engineer,lynn.morales@example.org,lynnmorales,ext_4161fd86,4161fd86,cv_4161fd86,001-601-918-4582x60340,(597)358-5988,1995,Software Engineering,United Kingdom,int:Danish,2025-11-22,2026-02-17,2025-06-10,Consultant Backend Engineer in software engineering delivering data platforms & analytics.,2025-01-25,4,3,2025-12-09,1,2025-01-21,4,2026-02-17,3,10,2024-11-13,4,4,2024-09-15,3,2024-06-15,5,2025-07-23,0,2025-10-04,1,2024-11-20,0,2025-06-17,2,2024-05-13,2,2024-04-26,0,2024-09-14,1,2024-09-09,2025-04-05
Charles Soto,int:Charles Soto,int:Senior Scrum Master,charles.soto@example.com,charlessoto,ext_2b85926b,2b85926b,cv_2b85926b,+1-603-403-2432x98395,001-896-418-4462x6714,1988,Delivery Management,United Kingdom,int:Swedish,2025-04-09,2025-05-11,2025-11-10,Senior Scrum Master in delivery management delivering data platforms & analytics.,2024-07-18,1,2,2025-03-14,3,2024-09-21,3,2025-07-23,0,13,2025-07-06,6,25,2024-07-16,3,2025-01-19,4,2026-03-08,3,2025-07-05,0,2024-12-26,2,2024-10-27,2,2025-05-19,0,2025-10-30,2,2026-01-27,4,2025-01-04,2025-03-07
Brian Hernandez,int:Brian Hernandez,int:Associate Data Engineer,brian.hernandez@example.com,brianhernandez,ext_b2cf0dea,b2cf0dea,cv_b2cf0dea,+1-431-843-5989,(356)360-9314,1998,Data Engineering,United Kingdom,int:Swedish,2026-04-03,2025-07-20,2025-06-14,,2025-08-19,0,1,2025-07-05,2,2025-02-18,1,2024-10-05,3,16,2024-04-20,1,5,2024-11-06,1,2025-08-13,2,2024-07-14,1,2026-02-20,2,2025-01-12,3,2025-11-14,1,2025-07-13,4,2025-02-23,2,2024-11-28,2,2025-10-31,2024-10-03
Anna Torres,int:Anna Torres,int:Head of Microsoft Apps Engineering,anna.torres@mail.test,annatorres,ext_bd07fa79,bd07fa79,cv_bd07fa79,+1-886-515-1554x23401,(611)328-4971x8594,1980,Head of Microsoft Apps Engineering,Slovenia,int:British,2025-10-02,2025-04-30,2025-05-31,Head of Microsoft Apps Engineering in data engineering delivering data platforms & analytics.,2024-06-17,6,4,2025-10-18,3,2025-02-10,5,2025-12-14,0,19,2025-08-08,3,2,2025-08-28,0,2024-12-03,4,2025-02-10,0,2026-04-03,0,2025-04-19,2,2025-09-24,0,2025-07-23,1,2026-02-18,0,2025-07-17,2,2025-05-10,2025-09-06
Victoria Wilson,int:Victoria Wilson,int:Senior Data Platform Engineer,victoria.wilson@example.org,victoriawilson,ext_d8f828ad,d8f828ad,cv_d8f828ad,8259625889,001-624-208-2226,1978,Data Engineering,Ireland,int:Danish,2025-05-23,2026-02-13,2025-08-27,,2025-05-13,4,4,2024-06-07,0,2025-09-18,4,2024-04-20,2,11,2025-06-11,6,14,2025-06-27,0,2026-03-06,1,2024-08-31,2,2025-02-01,1,2025-02-16,2,2026-01-29,1,2024-12-08,1,2024-11-24,1,2026-01-27,1,2024-10-22,2026-03-02
Kathy Obrien,int:Kathy Obrien,int:Consultant Azure Engineer,kathy.obrien@example.com,kathyobrien,ext_6bac08e0,6bac08e0,cv_6bac08e0,001-853-596-7275x7844,314-665-1113x1290,1988,Cloud Engineering,USA,int:Danish,2025-07-13,2026-02-09,2025-12-09,Consultant Azure Engineer in cloud engineering delivering data platforms & analytics.,2025-05-04,1,2,2024-07-05,0,2025-02-24,5,2024-07-01,0,19,2025-03-14,6,5,2025-07-06,3,2024-09-21,3,2025-01-26,1,2024-07-11,0,2024-05-24,2,2024-09-29,0,2024-07-10,3,2025-07-23,1,2024-04-18,4,2024-08-16,2025-09-26
Krystal Perez,int:Krystal Perez,int:Principal Enterprise Architect,krystal.perez@example.com,krystalperez,ext_779a1ce2,779a1ce2,cv_779a1ce2,+1-370-868-2778,2939068538,1974,Architecture,India,int:British,2026-02-06,2026-01-30,2025-05-24,,2025-11-16,3,4,2024-07-29,3,2025-10-01,3,2026-02-03,3,11,2024-04-30,4,18,2024-11-30,2,2025-03-30,5,2025-07-25,0,2024-04-20,1,2025-03-09,2,2024-04-22,2,2026-02-17,2,2025-04-09,1,2025-12-08,1,2026-01-21,2024-05-08
Alexandra Hayes,int:Alexandra Hayes,int:Principal AI Engineer,alexandra.hayes@example.org,alexandrahayes,ext_b94a7cef,b94a7cef,cv_b94a7cef,(283)821-5285,662.551.5381x4474,1987,AI/ML,Spain,int:British,2026-02-11,2025-07-14,2025-06-11,Principal AI Engineer in ai/ml delivering data platforms & analytics.,2025-07-11,3,0,2025-05-03,3,2024-07-29,1,2026-02-05,1,19,2025-03-11,6,24,2024-11-22,4,2026-03-27,4,2026-02-12,3,2026-03-09,0,2024-08-03,3,2024-06-01,1,2024-06-06,1,2024-08-25,1,2025-05-30,2,2025-11-15,2025-03-18
Scott Dalton,int:Scott Dalton,int:Associate C# Developer,scott.dalton@example.org,scottdalton,ext_bcd0cdbe,bcd0cdbe,cv_bcd0cdbe,9962348079,(709)275-4510x526,1992,Software Engineering,Ireland,int:Danish,2025-09-05,2026-03-09,2025-10-18,Associate C# Developer in software engineering delivering data platforms & analytics.,2025-01-12,2,4,2025-07-09,2,2026-03-20,2,2025-05-20,0,14,2025-05-16,2,14,2025-01-25,3,2025-03-27,3,2024-11-18,2,2025-01-05,2,2025-04-20,4,2024-09-30,2,2026-03-05,3,2024-08-27,1,2024-12-28,4,2025-05-23,2025-10-20
Veronica Torres,int:Veronica Torres,int:Associate Backend Engineer,veronica.torres@mail.test,veronicatorres,ext_718e8500,718e8500,cv_718e8500,367-931-8826,8244376545,1975,Software Engineering,United Kingdom,int:Danish,2025-09-01,2025-10-13,2025-04-10,Associate Backend Engineer in software engineering delivering data platforms & analytics.,2025-06-11,6,2,2026-02-07,1,2025-02-21,2,2024-06-25,0,19,2025-04-26,3,2,2024-07-24,1,2024-07-20,1,2025-04-13,2,2025-08-12,1,2026-02-08,3,2026-03-25,1,2024-04-22,1,2024-05-12,2,2025-01-23,2,2025-10-21,2025-12-13
Christine Lynch,int:Christine Lynch,int:Consultant Azure Engineer,christine.lynch@mail.test,christinelynch,ext_1dfcb99f,1dfcb99f,cv_1dfcb99f,+1-241-777-2256,001-531-934-0266x502,1989,Cloud Engineering,India,int:British,2025-09-10,2026-01-25,2025-10-24,Consultant Azure Engineer in cloud engineering delivering data platforms & analytics.,2024-07-15,6,1,2026-01-25,0,2026-03-06,2,2025-12-18,1,20,2026-01-13,2,16,2025-10-04,1,2025-06-20,6,2024-04-07,3,2025-12-22,1,2025-12-30,3,2025-03-18,2,2024-11-04,5,2025-07-20,1,2024-10-04,3,2024-10-21,2025-02-28
Jody Meza,int:Jody Meza,int:Senior Python Developer,jody.meza@mail.test,jodymeza,ext_110d7d77,110d7d77,cv_110d7d77,+1-341-267-8725x68621,(225)880-3056,1990,Data Engineering,USA,int:British,2026-01-05,2025-06-12,2025-06-03,Senior Python Developer in data engineering delivering data platforms & analytics.,2025-04-02,5,3,2025-01-04,0,2025-06-28,1,2025-01-02,0,17,2025-11-16,0,23,2025-02-09,3,2025-07-08,4,2025-10-17,3,2024-06-19,1,2025-01-23,3,2026-01-16,2,2025-11-04,1,2025-12-11,0,2025-10-17,1,2026-02-08,2026-03-21
Jared Clark,int:Jared Clark,int:Consultant Databricks Engineer,jared.clark@example.com,jaredclark,ext_55e6c102,55e6c102,cv_55e6c102,344.671.6392x8234,001-536-337-1892x392,1973,Data Engineering,United Kingdom,int:Swedish,2025-08-10,2025-06-24,2025-10-06,Consultant Databricks Engineer in data engineering delivering data platforms & analytics.,2024-06-22,1,4,2025-10-13,2,2025-07-06,2,2024-10-24,3,11,2025-10-06,2,4,2025-05-21,1,2025-11-24,3,2025-11-28,2,2024-05-16,2,2024-09-10,4,2024-04-22,2,2025-08-08,3,2024-11-04,2,2025-05-06,1,2025-07-18,2025-03-22
Donna Moore,int:Donna Moore,int:Senior C# Developer,donna.moore@mail.test,donnamoore,ext_a01fbe54,a01fbe54,cv_a01fbe54,(560)343-2609,9662843356,1994,Software Engineering,United Kingdom,int:Danish,2026-02-23,2026-02-05,2026-01-22,,2025-09-17,2,2,2025-10-28,0,2024-12-31,1,2025-06-15,3,17,2024-09-30,2,12,2024-07-13,2,2024-11-16,5,2024-05-05,2,2024-07-07,1,2026-01-07,3,2024-12-28,1,2025-01-10,5,2025-02-20,0,2025-09-04,2,2025-07-29,2024-04-03
Glenn Jones,int:Glenn Jones,int:Principal Oracle Engineer,glenn.jones@example.com,glennjones,ext_db48c7d5,db48c7d5,cv_db48c7d5,260.241.4545x63502,4536474916,1989,Cloud Engineering,United Kingdom,int:Polish,2025-05-03,2025-06-30,2026-03-03,Principal Oracle Engineer in cloud engineering delivering data platforms & analytics.,2026-01-25,5,2,2024-07-21,1,2025-07-25,4,2026-02-20,1,20,2025-07-16,0,21,2025-05-02,1,2024-06-22,6,2025-09-16,3,2026-03-01,2,2025-03-04,1,2024-07-19,0,2025-08-11,3,2025-05-06,1,2024-09-22,1,2024-11-04,2025-03-03
Aaron Hayes,int:Aaron Hayes,int:Senior Data Platform Engineer,aaron.hayes@example.com,aaronhayes,ext_c46b086a,c46b086a,cv_c46b086a,755.541.1082x5559,+1-543-996-1129x1093,1998,Data Engineering,Ireland,int:Danish,2025-08-21,2025-08-04,2025-07-19,Senior Data Platform Engineer in data engineering delivering data platforms & analytics.,2025-06-14,6,1,2024-10-24,2,2025-01-23,5,2025-04-15,1,12,2025-10-09,2,12,2025-06-22,1,2025-07-17,2,2025-07-17,0,2024-05-17,0,2025-03-31,0,2025-07-10,2,2025-07-09,0,2025-01-21,2,2026-02-08,4,2024-10-06,2026-01-25
